All,All_activation,100,100_activation
layer_28_neuron_3577,276907.5,layer_28_neuron_1288,23729.042654520723
layer_16_neuron_2570,270290.9375,layer_21_neuron_392,23462.049812199995
layer_18_neuron_2570,262291.6875,layer_28_neuron_1069,23089.46653415501
layer_17_neuron_2570,257136.765625,layer_27_neuron_608,20803.542505990423
layer_20_neuron_392,235934.109375,layer_16_neuron_2570,20309.798194500017
layer_28_neuron_1069,235150.453125,layer_26_neuron_608,20304.02693347996
layer_16_neuron_458,233338.421875,layer_25_neuron_608,20265.53927473704
layer_28_neuron_879,231152.3125,layer_28_neuron_879,20149.020189167848
layer_27_neuron_20,226812.46875,layer_24_neuron_608,19632.49201957999
layer_18_neuron_458,220020.3125,layer_18_neuron_2570,19459.389563600016
layer_17_neuron_458,217004.34375,layer_23_neuron_608,19441.116654732014
layer_26_neuron_20,202132.09375,layer_27_neuron_2604,19267.09852647
layer_28_neuron_1940,200273.46875,layer_17_neuron_2570,19248.984201600044
layer_14_neuron_2570,200108.359375,layer_20_neuron_392,18850.720431270027
layer_15_neuron_2570,198831.953125,layer_26_neuron_1985,18732.559026321487
layer_19_neuron_392,188721.234375,layer_16_neuron_458,18701.50168165
layer_28_neuron_162,187638.390625,layer_28_neuron_162,18270.22671936197
layer_27_neuron_2604,179115.78125,layer_26_neuron_2604,18092.27384874001
layer_26_neuron_2604,174925.171875,layer_18_neuron_458,17747.358544969964
layer_28_neuron_362,172634.765625,layer_17_neuron_458,17491.47269898005
layer_15_neuron_458,170919.328125,layer_28_neuron_1940,17461.22425644999
layer_14_neuron_458,170273.203125,layer_25_neuron_1985,17443.19366772001
layer_26_neuron_1985,166315.09375,layer_22_neuron_608,17326.609914982982
layer_25_neuron_20,165748.84375,layer_14_neuron_2570,16817.471522220014
layer_18_neuron_392,165516.078125,layer_26_neuron_1288,16683.10442021542
layer_28_neuron_85,161717.546875,layer_27_neuron_20,16666.94408925402
layer_28_neuron_115,160977.921875,layer_27_neuron_1985,16287.305173327017
layer_25_neuron_1985,160922.21875,layer_25_neuron_2604,16262.188361756003
layer_21_neuron_1692,160826.375,layer_15_neuron_2570,16150.934220309991
layer_26_neuron_1288,159601.453125,layer_27_neuron_1288,16127.098693750004
layer_28_neuron_1288,158104.109375,layer_28_neuron_1414,15995.451462620013
layer_28_neuron_2529,157585.28125,layer_25_neuron_1288,15949.164859340008
layer_28_neuron_3157,157534.046875,layer_24_neuron_1288,15533.916590343
layer_22_neuron_1692,157016.3125,layer_28_neuron_3157,15466.196643388625
layer_13_neuron_2570,156047.921875,layer_19_neuron_392,15434.681465669988
layer_28_neuron_1414,155534.515625,layer_24_neuron_1985,15430.89818667996
layer_26_neuron_608,155076.78125,layer_21_neuron_608,15249.635076877405
layer_25_neuron_608,153645.8125,layer_28_neuron_115,15210.806833446006
layer_25_neuron_2604,153447.8125,layer_14_neuron_458,15039.741373855586
layer_20_neuron_1692,153192.5,layer_23_neuron_1288,15038.238009021028
layer_17_neuron_392,152315.015625,layer_26_neuron_1427,14988.958918603968
layer_24_neuron_1692,152056.09375,layer_28_neuron_3290,14954.29246370601
layer_27_neuron_1288,152026.0,layer_15_neuron_458,14806.399070202988
layer_24_neuron_608,151992.890625,layer_24_neuron_2604,14708.757032167015
layer_25_neuron_1288,150831.046875,layer_21_neuron_1692,14533.89260609997
layer_23_neuron_1692,150764.03125,layer_20_neuron_608,14493.55925436899
layer_28_neuron_616,149963.3125,layer_22_neuron_1288,14374.69600530897
layer_23_neuron_608,149027.09375,layer_28_neuron_85,14300.228288367029
layer_24_neuron_1288,148966.65625,layer_26_neuron_20,14207.376121682051
layer_26_neuron_1692,145696.203125,layer_22_neuron_1692,14167.549538599986
layer_28_neuron_1660,145614.78125,layer_28_neuron_2890,14023.12503918096
layer_24_neuron_3281,145496.140625,layer_24_neuron_3281,13960.176667990028
layer_28_neuron_2254,144770.0,layer_20_neuron_1692,13901.40605799996
layer_27_neuron_96,143997.125,layer_28_neuron_616,13702.777956742
layer_12_neuron_2570,143421.890625,layer_23_neuron_2604,13633.868202882006
layer_23_neuron_1288,143376.140625,layer_18_neuron_392,13512.89689289204
layer_16_neuron_392,142502.15625,layer_24_neuron_1692,13483.205431999975
layer_25_neuron_1692,141938.671875,layer_23_neuron_1692,13301.772698100003
layer_27_neuron_608,141767.859375,layer_23_neuron_3281,13250.772523069993
layer_24_neuron_1985,141450.546875,layer_27_neuron_277,13204.543245633977
layer_24_neuron_20,140534.625,layer_27_neuron_96,13117.3981273
layer_9_neuron_2570,140076.84375,layer_25_neuron_3281,13045.310385107334
layer_28_neuron_1266,139776.59375,layer_23_neuron_1985,13016.691303710975
layer_24_neuron_2604,139729.421875,layer_19_neuron_608,12968.29132674929
layer_23_neuron_3281,139235.921875,layer_28_neuron_2725,12882.830260590965
layer_22_neuron_3281,138643.734375,layer_22_neuron_2604,12789.491455102963
layer_22_neuron_608,138393.203125,layer_28_neuron_1985,12782.836074274008
layer_27_neuron_1692,137612.953125,layer_22_neuron_3281,12665.951062799995
layer_11_neuron_2570,137258.75,layer_27_neuron_2178,12558.92169361103
layer_22_neuron_1288,137219.15625,layer_26_neuron_277,12530.082177304996
layer_26_neuron_96,137124.40625,layer_17_neuron_392,12486.881719315
layer_28_neuron_3290,135947.03125,layer_28_neuron_1266,12462.288086381031
layer_28_neuron_3046,133075.90625,layer_27_neuron_1790,12385.954463871996
layer_25_neuron_3281,132877.90625,layer_26_neuron_3281,12333.583558291995
layer_13_neuron_458,131734.3125,layer_18_neuron_608,12262.90206298
layer_23_neuron_2604,130215.0625,layer_28_neuron_3496,12195.983025664009
layer_15_neuron_392,130029.921875,layer_26_neuron_2178,12145.736481485494
layer_28_neuron_899,129594.53125,layer_13_neuron_2570,12092.56565136891
layer_21_neuron_3281,129359.796875,layer_28_neuron_2127,12043.381197746918
layer_28_neuron_1985,128433.703125,layer_26_neuron_96,12021.536042163289
layer_27_neuron_1985,126499.1171875,layer_25_neuron_1692,11980.025862486013
layer_27_neuron_1923,126283.6875,layer_16_neuron_392,11898.164048568004
layer_19_neuron_1692,126258.15625,layer_26_neuron_3507,11854.646470247992
layer_27_neuron_3507,125554.328125,layer_26_neuron_2107,11852.987818454494
layer_26_neuron_3507,125495.640625,layer_27_neuron_3507,11852.491593789991
layer_26_neuron_1461,124780.4765625,layer_21_neuron_3281,11817.068669500017
layer_24_neuron_143,124216.75,layer_25_neuron_1427,11783.607716235503
layer_21_neuron_608,123926.546875,layer_26_neuron_1692,11759.244388180005
layer_23_neuron_1985,123847.921875,layer_25_neuron_2107,11750.02578995998
layer_9_neuron_458,123540.40625,layer_28_neuron_362,11535.164287546002
layer_25_neuron_1461,122947.703125,layer_19_neuron_1692,11508.052037800033
layer_28_neuron_2066,122636.046875,layer_9_neuron_2570,11506.351189599978
layer_18_neuron_1692,122361.25,layer_21_neuron_1288,11494.48362859902
layer_12_neuron_458,122336.390625,layer_24_neuron_277,11485.735660854398
layer_22_neuron_2604,121336.0390625,layer_17_neuron_608,11451.063995339016
layer_25_neuron_3507,120494.65625,layer_28_neuron_2254,11405.104587457005
layer_25_neuron_2107,120239.3671875,layer_25_neuron_2178,11384.723937758492
layer_26_neuron_3281,119796.6015625,layer_25_neuron_277,11313.118453631
layer_28_neuron_3297,119736.3359375,layer_24_neuron_2178,11302.054547762978
layer_24_neuron_1461,118623.1875,layer_25_neuron_20,11287.035036742012
layer_24_neuron_3507,118563.3984375,layer_24_neuron_143,11242.650629469008
layer_25_neuron_96,117693.328125,layer_28_neuron_1788,11239.655289489016
layer_28_neuron_2890,117484.78125,layer_25_neuron_3507,11214.29034237002
layer_23_neuron_143,117453.90625,layer_25_neuron_96,11175.301172889996
layer_28_neuron_2725,117254.328125,layer_21_neuron_2604,11138.917052367004
layer_11_neuron_458,117211.09375,layer_18_neuron_1692,11078.548701000029
layer_26_neuron_2953,117206.6640625,layer_28_neuron_2948,11060.354132389524
layer_23_neuron_3507,116970.375,layer_28_neuron_3046,10999.090183904806
layer_17_neuron_1692,116965.0,layer_27_neuron_143,10977.379323187011
layer_14_neuron_392,116714.3203125,layer_28_neuron_943,10975.475184134604
layer_26_neuron_1427,115625.5234375,layer_16_neuron_608,10930.467854522003
layer_27_neuron_1461,115531.953125,layer_23_neuron_277,10929.521051983991
layer_23_neuron_1451,115423.25,layer_15_neuron_392,10892.12503652
layer_21_neuron_1288,115360.2890625,layer_27_neuron_1923,10804.227204531966
layer_26_neuron_32,115245.359375,layer_24_neuron_3507,10801.846167929987
layer_16_neuron_1692,115195.5,layer_13_neuron_458,10657.250125230992
layer_23_neuron_20,115134.2578125,layer_23_neuron_2178,10644.525506763017
layer_25_neuron_32,114338.7578125,layer_17_neuron_1692,10599.014355200025
layer_20_neuron_608,114270.140625,layer_24_neuron_96,10554.054409984
layer_28_neuron_1572,114188.9453125,layer_26_neuron_3110,10540.448353205024
layer_24_neuron_1451,113929.3984375,layer_24_neuron_2107,10512.881418240013
layer_20_neuron_3281,113913.3359375,layer_25_neuron_3110,10502.174328608033
layer_22_neuron_1451,113804.4375,layer_28_neuron_2529,10487.60850541704
layer_24_neuron_32,113438.3515625,layer_27_neuron_1692,10486.780493370006
layer_27_neuron_143,113242.4453125,layer_16_neuron_1692,10469.499814800009
layer_25_neuron_698,113040.7109375,layer_20_neuron_1288,10389.341161303995
layer_28_neuron_1554,112718.484375,layer_20_neuron_3281,10360.486204759962
layer_7_neuron_2570,112693.359375,layer_23_neuron_143,10359.878349130016
layer_27_neuron_1790,112222.0546875,layer_9_neuron_458,10350.57657477102
layer_25_neuron_143,111804.3125,layer_12_neuron_2570,10305.28372903901
layer_24_neuron_698,111794.4375,layer_23_neuron_3507,10272.020967550008
layer_10_neuron_2570,111591.9453125,layer_24_neuron_3402,10252.495935015688
layer_15_neuron_1692,110765.28125,layer_15_neuron_1692,10225.280514899994
layer_24_neuron_96,110703.265625,layer_26_neuron_2953,10186.133139530011
layer_23_neuron_1461,110055.9375,layer_25_neuron_3402,10185.161406724004
layer_24_neuron_2107,109952.4375,layer_11_neuron_2570,10140.245085845983
layer_8_neuron_2570,109706.125,layer_27_neuron_37,10088.846028830592
layer_26_neuron_2107,109475.0234375,layer_27_neuron_3402,10080.1820611894
layer_22_neuron_143,109444.109375,layer_26_neuron_37,10062.368218801004
layer_28_neuron_1182,108878.25,layer_28_neuron_1572,10040.509889224011
layer_23_neuron_32,108201.5390625,layer_25_neuron_32,10030.168118478005
layer_21_neuron_2604,107653.609375,layer_26_neuron_3402,10028.728047285014
layer_20_neuron_1288,107502.9296875,layer_22_neuron_1985,10009.805862431009
layer_28_neuron_1302,107475.7109375,layer_23_neuron_96,10002.040808749694
layer_13_neuron_392,107444.25,layer_26_neuron_32,10001.388044062593
layer_14_neuron_1692,106928.0,layer_25_neuron_143,9981.544287108987
layer_28_neuron_3110,106479.03125,layer_24_neuron_698,9953.46433722802
layer_27_neuron_32,106222.296875,layer_14_neuron_1692,9941.582414400002
layer_13_neuron_1692,105604.40625,layer_25_neuron_698,9914.838271849998
layer_22_neuron_3507,105013.2265625,layer_24_neuron_1451,9897.631338440013
layer_11_neuron_1692,104683.375,layer_28_neuron_1554,9841.676339432006
layer_12_neuron_1692,104675.5,layer_13_neuron_1692,9814.09285020002
layer_25_neuron_1451,104569.078125,layer_24_neuron_37,9802.31110995001
layer_28_neuron_943,104140.546875,layer_14_neuron_392,9741.99817897801
layer_26_neuron_698,103897.140625,layer_25_neuron_37,9718.667004184996
layer_25_neuron_37,103871.96875,layer_27_neuron_2107,9710.891694881013
layer_24_neuron_37,103698.1640625,layer_20_neuron_2604,9708.578225093994
layer_23_neuron_698,103645.328125,layer_28_neuron_3297,9685.479339648986
layer_28_neuron_2303,103585.96875,layer_24_neuron_20,9663.212956400015
layer_26_neuron_143,103187.046875,layer_24_neuron_3110,9663.182159342014
layer_26_neuron_2631,102974.984375,layer_22_neuron_2178,9641.095716913298
layer_21_neuron_1451,102906.3515625,layer_27_neuron_344,9600.36657510799
layer_22_neuron_1461,102824.59375,layer_12_neuron_1692,9598.134703999978
layer_23_neuron_37,102746.8046875,layer_28_neuron_46,9595.03059601801
layer_27_neuron_1182,102355.90625,layer_28_neuron_20,9581.362780135709
layer_22_neuron_32,102094.2421875,layer_24_neuron_32,9559.251583614025
layer_25_neuron_3110,101740.6015625,layer_23_neuron_37,9525.049938349
layer_22_neuron_1985,100999.9375,layer_23_neuron_1451,9521.413284370996
layer_26_neuron_37,100993.46875,layer_11_neuron_1692,9513.402467599995
layer_19_neuron_608,100908.65625,layer_26_neuron_3461,9505.431145891014
layer_25_neuron_2953,100482.109375,layer_26_neuron_2069,9502.304217502
layer_24_neuron_1767,100334.953125,layer_10_neuron_1692,9495.498644500009
layer_10_neuron_1692,100275.28125,layer_9_neuron_1692,9489.134556800003
layer_27_neuron_2953,100172.6328125,layer_22_neuron_277,9451.393114228
layer_28_neuron_877,100160.40625,layer_25_neuron_1451,9439.856083350003
layer_7_neuron_458,100113.6875,layer_27_neuron_3003,9427.842242430994
layer_23_neuron_96,100046.578125,layer_27_neuron_3281,9404.67539265401
layer_28_neuron_143,99648.78125,layer_26_neuron_143,9367.341561732002
layer_12_neuron_392,99375.5390625,layer_26_neuron_698,9366.294562945008
layer_10_neuron_458,99310.15625,layer_15_neuron_608,9348.873711374994
layer_19_neuron_1288,99310.0546875,layer_28_neuron_2334,9321.580748806588
layer_21_neuron_143,99301.8125,layer_23_neuron_32,9320.95978239002
layer_9_neuron_1692,98861.40625,layer_26_neuron_2631,9290.751060579994
layer_8_neuron_458,98831.0546875,layer_28_neuron_1182,9281.014895533986
layer_26_neuron_3110,98354.5078125,layer_19_neuron_1288,9271.472699518996
layer_28_neuron_46,98046.296875,layer_24_neuron_2236,9270.88923196602
layer_28_neuron_2465,97890.765625,layer_27_neuron_32,9249.248927934686
layer_24_neuron_2236,97279.796875,layer_24_neuron_1767,9223.61223843002
layer_26_neuron_1923,97171.0703125,layer_25_neuron_2236,9217.146523560026
layer_25_neuron_2631,97037.390625,layer_26_neuron_3003,9211.338617228035
layer_24_neuron_2953,97016.578125,layer_28_neuron_2066,9205.0161177106
layer_23_neuron_1767,96691.78125,layer_22_neuron_143,9204.553257450008
layer_27_neuron_2358,96600.4765625,layer_27_neuron_2069,9201.648760970991
layer_25_neuron_2236,96599.0546875,layer_25_neuron_3461,9194.452734330009
layer_28_neuron_2334,96488.28125,layer_24_neuron_3461,9149.886352151005
layer_26_neuron_2069,95910.4296875,layer_23_neuron_1767,9145.956722300014
layer_22_neuron_37,95904.2265625,layer_25_neuron_3003,9135.192508330989
layer_24_neuron_2631,95865.9140625,layer_12_neuron_458,9119.853997448
layer_24_neuron_1220,95755.8828125,layer_13_neuron_392,9091.658282610026
layer_25_neuron_1220,95595.8046875,layer_23_neuron_3461,9090.321142140006
layer_18_neuron_608,95169.0703125,layer_27_neuron_3461,9080.137032099992
layer_21_neuron_32,95158.453125,layer_26_neuron_1461,9067.985742127968
layer_22_neuron_698,94885.125,layer_27_neuron_3110,9052.907771544984
layer_20_neuron_2604,94682.90625,layer_28_neuron_1660,9010.097159534787
layer_24_neuron_3110,94604.3515625,layer_27_neuron_2030,9004.48522352503
layer_20_neuron_143,93983.3359375,layer_27_neuron_3433,8994.373577408986
layer_18_neuron_1288,93861.734375,layer_22_neuron_3507,8963.91773461998
layer_28_neuron_1290,93754.4375,layer_23_neuron_698,8961.040085361987
layer_22_neuron_96,93237.515625,layer_23_neuron_3110,8953.992395642
layer_11_neuron_392,93117.171875,layer_27_neuron_698,8902.703937270011
layer_23_neuron_2236,92677.609375,layer_8_neuron_2570,8878.133262901014
layer_25_neuron_1923,92402.140625,layer_22_neuron_96,8873.020345004696
layer_27_neuron_2178,92097.0078125,layer_25_neuron_1461,8848.32241317037
layer_25_neuron_1427,91984.796875,layer_11_neuron_458,8837.357452164004
layer_26_neuron_1451,91931.671875,layer_25_neuron_2631,8836.610083258121
layer_24_neuron_1923,91546.765625,layer_27_neuron_2149,8810.265803287997
layer_21_neuron_3507,91521.4453125,layer_24_neuron_3003,8796.499338962003
layer_25_neuron_548,91216.234375,layer_23_neuron_2236,8795.974421710027
layer_25_neuron_1767,91023.1796875,layer_23_neuron_2107,8788.11519641599
layer_26_neuron_2178,90705.0625,layer_22_neuron_1451,8783.18057553002
layer_27_neuron_2069,90531.1484375,layer_26_neuron_1451,8694.570066843004
layer_28_neuron_113,90450.515625,layer_28_neuron_899,8692.527860600296
layer_23_neuron_2953,90356.296875,layer_25_neuron_2030,8684.258684127994
layer_26_neuron_1220,89974.8515625,layer_22_neuron_3110,8681.997057330009
layer_23_neuron_2107,89761.453125,layer_24_neuron_1461,8648.269116418007
layer_26_neuron_277,89660.953125,layer_26_neuron_1790,8647.374354409003
layer_21_neuron_1461,89613.734375,layer_24_neuron_1220,8640.68907447502
layer_17_neuron_1288,89238.46875,layer_25_neuron_2953,8631.497704510004
layer_27_neuron_277,88516.4765625,layer_22_neuron_37,8628.299481253998
layer_22_neuron_20,88451.8046875,layer_28_neuron_2604,8623.897389055996
layer_28_neuron_2127,88429.6015625,layer_12_neuron_392,8618.63822569998
layer_28_neuron_20,88126.875,layer_23_neuron_3402,8615.608919882983
layer_24_neuron_2069,87491.71875,layer_27_neuron_1427,8587.363884053373
layer_22_neuron_2953,87470.8984375,layer_23_neuron_2030,8586.368597036299
layer_24_neuron_548,87411.453125,layer_22_neuron_32,8585.880101478015
layer_25_neuron_2069,87383.09375,layer_14_neuron_608,8584.849170690184
layer_19_neuron_3281,87371.765625,layer_27_neuron_1182,8583.957583947991
layer_27_neuron_37,87284.1328125,layer_24_neuron_2069,8579.290018922999
layer_24_neuron_3461,87267.484375,layer_25_neuron_2069,8559.722845547994
layer_20_neuron_32,87001.515625,layer_23_neuron_20,8557.263868601005
layer_17_neuron_608,86828.125,layer_26_neuron_2030,8546.471740792993
layer_25_neuron_2178,86824.3671875,layer_22_neuron_698,8546.086622339975
layer_28_neuron_2894,86736.6640625,layer_27_neuron_2953,8493.33306634002
layer_26_neuron_1790,86699.1875,layer_25_neuron_1220,8471.647649959996
layer_20_neuron_1451,86493.6953125,layer_28_neuron_877,8464.680834601002
layer_27_neuron_2030,86379.984375,layer_7_neuron_2570,8440.680643144997
layer_24_neuron_1116,86108.953125,layer_22_neuron_2030,8440.637341982014
layer_27_neuron_698,85954.984375,layer_26_neuron_2940,8406.294828000997
layer_23_neuron_1116,85913.0859375,layer_26_neuron_3433,8355.661494036998
layer_26_neuron_3461,85800.109375,layer_27_neuron_1092,8329.725031484
layer_25_neuron_3461,85745.375,layer_27_neuron_2010,8315.672649216001
layer_26_neuron_2030,85719.984375,layer_26_neuron_2467,8310.820983938094
layer_28_neuron_1829,85682.59375,layer_18_neuron_1288,8308.484834031988
layer_23_neuron_3461,85681.484375,layer_24_neuron_2631,8305.850400226005
layer_24_neuron_2178,85649.078125,layer_28_neuron_1302,8287.203086196998
layer_23_neuron_2069,85402.9453125,layer_28_neuron_113,8282.813720127298
layer_23_neuron_662,85377.171875,layer_27_neuron_662,8274.886960521591
layer_23_neuron_3110,85341.5,layer_24_neuron_2030,8255.6385494273
layer_27_neuron_2010,85170.7578125,layer_23_neuron_1461,8243.535196497192
layer_26_neuron_548,85131.546875,layer_27_neuron_1461,8238.708252596985
layer_28_neuron_3522,85083.6796875,layer_25_neuron_2467,8238.157406640517
layer_21_neuron_698,84832.3046875,layer_24_neuron_2953,8214.816945582023
layer_16_neuron_3281,84787.1875,layer_26_neuron_2149,8199.53754290702
layer_26_neuron_3197,84670.4296875,layer_27_neuron_1290,8193.806644228003
layer_25_neuron_1790,84430.34375,layer_27_neuron_3119,8177.572992260295
layer_26_neuron_2358,84359.265625,layer_25_neuron_3433,8172.820050634022
layer_28_neuron_3369,84292.71875,layer_21_neuron_143,8156.411403400006
layer_22_neuron_3110,84202.140625,layer_26_neuron_1220,8129.857532912008
layer_27_neuron_1290,84119.203125,layer_23_neuron_2069,8127.1353287440015
layer_17_neuron_3281,84083.421875,layer_25_neuron_1767,8119.245570783386
layer_16_neuron_1288,84037.65625,layer_24_neuron_3197,8101.022605536507
layer_16_neuron_608,83982.390625,layer_22_neuron_3461,8090.392710299367
layer_18_neuron_3281,83754.8359375,layer_24_neuron_2149,8086.423222960981
layer_28_neuron_1788,83655.171875,layer_19_neuron_3281,8081.846201099988
layer_27_neuron_2733,83529.75,layer_21_neuron_1985,8064.288896766579
layer_6_neuron_2570,83469.0625,layer_25_neuron_2940,8062.335545202005
layer_26_neuron_1767,83332.0234375,layer_27_neuron_1572,8038.059321091606
layer_25_neuron_277,83271.28125,layer_28_neuron_2303,8029.710747090985
layer_23_neuron_548,83119.828125,layer_8_neuron_458,8023.139206355005
layer_25_neuron_2030,82893.671875,layer_24_neuron_2078,8018.2551511839965
layer_28_neuron_1617,82839.015625,layer_27_neuron_2467,8015.5588310180065
layer_21_neuron_1985,82728.421875,layer_27_neuron_548,8010.765240336706
layer_23_neuron_2178,82639.0859375,layer_25_neuron_2149,7989.926628365992
layer_27_neuron_3281,82601.515625,layer_27_neuron_2524,7984.829000615012
layer_27_neuron_622,82432.375,layer_25_neuron_822,7969.127058812993
layer_23_neuron_2631,82111.65625,layer_23_neuron_2940,7968.449921825017
layer_27_neuron_2107,81892.65625,layer_25_neuron_548,7964.138810517968
layer_28_neuron_547,81803.203125,layer_27_neuron_2940,7958.83034227744
layer_23_neuron_1220,81689.9296875,layer_26_neuron_1092,7944.691787246007
layer_21_neuron_37,81598.3203125,layer_27_neuron_2078,7944.395543905003
layer_28_neuron_801,81554.046875,layer_10_neuron_2570,7935.669957418004
layer_15_neuron_3281,81382.2265625,layer_25_neuron_3197,7931.6486805299955
layer_6_neuron_458,81337.8828125,layer_24_neuron_2467,7929.197756799008
layer_25_neuron_622,81234.859375,layer_17_neuron_1288,7915.540327925004
layer_24_neuron_1041,81145.734375,layer_24_neuron_2524,7909.949769132385
layer_25_neuron_1116,81127.265625,layer_25_neuron_2078,7896.047857473989
layer_27_neuron_2235,81125.0859375,layer_19_neuron_2604,7895.899270497
layer_27_neuron_1929,81098.25,layer_24_neuron_2940,7888.375734364011
layer_24_neuron_2890,81061.3125,layer_24_neuron_3433,7887.206956427592
layer_26_neuron_2236,81056.640625,layer_21_neuron_32,7879.664759267012
layer_28_neuron_772,81049.1875,layer_25_neuron_2524,7873.390879543294
layer_27_neuron_1121,80956.03125,layer_21_neuron_2178,7866.033773660806
layer_24_neuron_3311,80895.234375,layer_26_neuron_822,7862.127727863996
layer_22_neuron_1929,80681.8671875,layer_11_neuron_392,7854.348894599993
layer_24_neuron_1790,80397.3515625,layer_22_neuron_3197,7848.95168901755
layer_22_neuron_2178,80266.796875,layer_27_neuron_3290,7844.430762997013
layer_28_neuron_238,80266.15625,layer_27_neuron_1650,7836.669957997197
layer_24_neuron_277,80125.28125,layer_26_neuron_2236,7832.679520075998
layer_28_neuron_3496,79998.4765625,layer_27_neuron_2695,7826.694243267001
layer_22_neuron_662,79778.390625,layer_26_neuron_3312,7825.868563572002
layer_22_neuron_2030,79702.3125,layer_27_neuron_822,7822.586252522996
layer_26_neuron_622,79674.71875,layer_24_neuron_1572,7814.244755898977
layer_28_neuron_2948,79575.296875,layer_13_neuron_608,7766.325226283984
layer_20_neuron_1461,79335.484375,layer_24_neuron_3311,7751.475431209991
layer_27_neuron_3461,79188.7109375,layer_24_neuron_330,7750.200777670982
layer_10_neuron_392,79166.671875,layer_24_neuron_822,7746.867539929794
layer_22_neuron_1767,79023.6484375,layer_26_neuron_3197,7744.833938789407
layer_21_neuron_2953,78836.1171875,layer_24_neuron_1427,7744.525074051205
layer_28_neuron_3071,78794.34375,layer_23_neuron_3197,7729.944239225
layer_23_neuron_1923,78733.9765625,layer_25_neuron_2542,7728.474692229316
layer_24_neuron_144,78499.671875,layer_27_neuron_819,7711.749444867005
layer_11_neuron_3281,78473.671875,layer_26_neuron_1572,7703.101336544992
layer_28_neuron_1431,78448.640625,layer_26_neuron_1290,7697.838456195992
layer_24_neuron_2030,78418.1171875,layer_26_neuron_2078,7694.016736222018
layer_24_neuron_1043,78354.5703125,layer_27_neuron_1103,7690.546208969294
layer_8_neuron_1692,78344.96875,layer_25_neuron_1572,7686.941271104501
layer_24_neuron_662,78302.21875,layer_16_neuron_3281,7677.952016699992
layer_23_neuron_2030,78267.921875,layer_25_neuron_330,7676.928358956008
layer_26_neuron_1929,78267.1640625,layer_22_neuron_3402,7671.846765587589
layer_21_neuron_96,78230.84375,layer_8_neuron_1692,7671.70220339999
layer_23_neuron_1929,78117.8359375,layer_25_neuron_1092,7669.842705730989
layer_25_neuron_1929,78058.0390625,layer_22_neuron_1461,7645.248392953616
layer_12_neuron_3281,77992.703125,layer_17_neuron_3281,7634.168982300003
layer_14_neuron_3281,77897.046875,layer_26_neuron_548,7626.244442232019
layer_24_neuron_622,77870.7578125,layer_27_neuron_180,7610.14327374301
layer_26_neuron_1290,77632.234375,layer_27_neuron_2737,7603.456300447113
layer_19_neuron_32,77480.0546875,layer_21_neuron_698,7598.202786340014
layer_13_neuron_3281,77298.734375,layer_26_neuron_2524,7595.182244310009
layer_23_neuron_622,77248.78125,layer_20_neuron_143,7594.43478740003
layer_25_neuron_2542,77239.8828125,layer_23_neuron_2953,7592.957745181001
layer_23_neuron_277,77129.046875,layer_24_neuron_1092,7572.986008402587
layer_27_neuron_2737,76906.9453125,layer_26_neuron_1043,7570.815486793265
layer_23_neuron_1043,76759.1328125,layer_26_neuron_1929,7562.027711694994
layer_25_neuron_3197,76671.34375,layer_28_neuron_2465,7550.683331631996
layer_22_neuron_144,76552.75,layer_27_neuron_1929,7549.468503782217
layer_26_neuron_1121,76552.546875,layer_21_neuron_1451,7546.623924099989
layer_25_neuron_2890,76376.8125,layer_28_neuron_1290,7546.3030541215
layer_22_neuron_1116,76355.515625,layer_21_neuron_3507,7544.565353640007
layer_27_neuron_2236,76207.6796875,layer_22_neuron_2940,7542.25232742561
layer_22_neuron_2069,76183.2890625,layer_18_neuron_3281,7537.3174642
layer_23_neuron_2890,76042.8125,layer_21_neuron_3110,7532.875493554992
layer_19_neuron_2604,76012.359375,layer_28_neuron_3110,7524.833221814973
layer_25_neuron_144,75986.3359375,layer_27_neuron_2235,7522.357284155997
layer_24_neuron_1560,75899.96875,layer_24_neuron_548,7501.859639263329
layer_27_neuron_2631,75881.03125,layer_25_neuron_1926,7493.510408720507
layer_27_neuron_2713,75720.6640625,layer_28_neuron_1829,7483.7992091820115
layer_28_neuron_1903,75545.2734375,layer_21_neuron_277,7482.569114148589
layer_27_neuron_3110,75502.3203125,layer_27_neuron_3312,7477.699314310999
layer_22_neuron_3461,75457.546875,layer_22_neuron_2953,7468.8837251869745
layer_26_neuron_144,75453.9609375,layer_22_neuron_1767,7463.431957627996
layer_27_neuron_144,75350.484375,layer_7_neuron_458,7452.153300347994
layer_23_neuron_144,75334.40625,layer_27_neuron_1926,7432.100273021192
layer_23_neuron_1790,75308.75,layer_26_neuron_1923,7430.933730816012
layer_22_neuron_622,75247.375,layer_27_neuron_162,7430.626863830488
layer_27_neuron_344,75227.328125,layer_27_neuron_3197,7426.234270379003
layer_27_neuron_3290,74703.0234375,layer_15_neuron_3281,7421.431494500006
layer_24_neuron_1929,74580.5703125,layer_21_neuron_3461,7382.381612145013
layer_25_neuron_1043,74434.96875,layer_23_neuron_2149,7360.749346105015
layer_25_neuron_662,74434.6171875,layer_27_neuron_1121,7351.441178534894
layer_20_neuron_698,74406.3125,layer_28_neuron_772,7338.942922234984
layer_26_neuron_2542,74283.625,layer_26_neuron_330,7324.061964013167
layer_26_neuron_1116,74282.7734375,layer_23_neuron_548,7311.194494430014
