metric,ablation_num,comparison,n_a,n_b,mean_a,mean_b,diff_mean,cohens_d,t_stat,p_value
wy_recall,200,targeted_combined(haofang+wanyue) vs none(no_ablation),30,15,0.9376811594202898,0.9383022774327119,-0.0006211180124220395,-0.11992193670465463,t(30)=-0.39,0.7
wy_recall,200,targeted_combined(haofang+wanyue) vs random,30,15,0.9376811594202898,0.937060041407867,0.0006211180124228166,0.11834912191478672,t(29)=0.38,0.71
wy_recall,200,wanyue vs haofang,15,15,0.9407867494824015,0.9345755693581776,0.006211180124223836,1.4419458799803286,t(23)=3.95,0.0
wy_recall,200,wanyue vs none(no_ablation),15,15,0.9407867494824015,0.9383022774327119,0.002484472049689601,0.5947135533400597,t(24)=1.63,0.12
wy_recall,200,wanyue vs random,15,15,0.9407867494824015,0.937060041407867,0.003726708074534457,0.8651675279882298,t(23)=2.37,0.03
wy_recall,250,haofang vs none(no_ablation),15,15,0.884472049689441,0.9383022774327119,-0.05383022774327084,-9.258760050954873,t(26)=-25.36,0.0
wy_recall,250,haofang vs random,15,15,0.884472049689441,0.9403726708074532,-0.055900621118012195,-9.887295924045867,t(25)=-27.08,0.0
wy_recall,250,random vs none(no_ablation),15,15,0.9403726708074532,0.9383022774327119,0.0020703933747413528,0.43378801621388713,t(28)=1.19,0.24
wy_recall,250,targeted_combined(haofang+wanyue) vs none(no_ablation),30,15,0.8790890269151139,0.9383022774327119,-0.05921325051759796,-6.367082677058986,t(43)=-25.20,0.0
wy_recall,250,targeted_combined(haofang+wanyue) vs random,30,15,0.8790890269151139,0.9403726708074532,-0.06128364389233931,-6.635758176916538,t(42)=-26.68,0.0
wy_recall,250,wanyue vs haofang,15,15,0.8737060041407869,0.884472049689441,-0.010766045548654124,-1.1382227341214355,t(22)=-3.12,0.01
wy_recall,250,wanyue vs none(no_ablation),15,15,0.8737060041407869,0.9383022774327119,-0.06459627329192497,-7.209452224198222,t(19)=-19.74,0.0
wy_recall,250,wanyue vs random,15,15,0.8737060041407869,0.9403726708074532,-0.06666666666666632,-7.527145773616116,t(18)=-20.61,0.0
wy_recall,300,haofang vs none(no_ablation),15,15,0.8331262939958592,0.9383022774327119,-0.10517598343685264,-9.515711845669967,t(17)=-26.06,0.0
wy_recall,300,haofang vs random,15,15,0.8331262939958592,0.937060041407867,-0.10393374741200778,-9.691811152095344,t(15)=-26.54,0.0
wy_recall,300,random vs none(no_ablation),15,15,0.937060041407867,0.9383022774327119,-0.001242236024844856,-0.2973567766700431,t(24)=-0.81,0.42
wy_recall,300,targeted_combined(haofang+wanyue) vs none(no_ablation),30,15,0.7592132505175986,0.9383022774327119,-0.1790890269151133,-2.8285113035002176,t(29)=-12.68,0.0
wy_recall,300,targeted_combined(haofang+wanyue) vs random,30,15,0.7592132505175986,0.937060041407867,-0.17784679089026845,-2.8105274286274673,t(29)=-12.63,0.0
wy_recall,300,wanyue vs haofang,15,15,0.6853002070393374,0.8331262939958592,-0.14782608695652188,-8.668543781686145,t(26)=-23.74,0.0
wy_recall,300,wanyue vs none(no_ablation),15,15,0.6853002070393374,0.9383022774327119,-0.2530020703933745,-18.199176153723837,t(16)=-49.84,0.0
wy_recall,300,wanyue vs random,15,15,0.6853002070393374,0.937060041407867,-0.25175983436852967,-18.455135785309928,t(15)=-50.54,0.0
wy_recall,350,haofang vs none(no_ablation),15,15,0.7167701863354037,0.9383022774327119,-0.2215320910973082,-14.713452464135326,t(16)=-40.29,0.0
wy_recall,350,haofang vs random,15,15,0.7167701863354037,0.9354037267080743,-0.21863354037267058,-14.491610664830063,t(16)=-39.69,0.0
wy_recall,350,random vs none(no_ablation),15,15,0.9354037267080743,0.9383022774327119,-0.0028985507246376274,-0.5735998488238391,t(28)=-1.57,0.13
wy_recall,350,targeted_combined(haofang+wanyue) vs none(no_ablation),30,15,0.6610766045548655,0.9383022774327119,-0.2772256728778464,-5.730793760799957,t(30)=-25.64,0.0
wy_recall,350,targeted_combined(haofang+wanyue) vs random,30,15,0.6610766045548655,0.9354037267080743,-0.27432712215320876,-5.670150497866463,t(30)=-25.36,0.0
wy_recall,350,wanyue vs haofang,15,15,0.605383022774327,0.7167701863354037,-0.1113871635610767,-6.9331804892359985,t(19)=-18.99,0.0
wy_recall,350,wanyue vs none(no_ablation),15,15,0.605383022774327,0.9383022774327119,-0.3329192546583849,-44.475876681155775,t(21)=-121.80,0.0
wy_recall,350,wanyue vs random,15,15,0.605383022774327,0.9354037267080743,-0.3300207039337473,-43.73164991514815,t(22)=-119.76,0.0
