row_type,group_name,ablation_mode,ablation_n,seed,haofang_precision,haofang_recall,haofang_f1,wanyue_precision,wanyue_recall,wanyue_f1,macro_f1,accuracy,TP,TN,FP,FN,unknown_cnt,n,seconds,haofang_precision_mean,haofang_precision_sd,haofang_precision_ci95_low,haofang_precision_ci95_high,haofang_precision_groups_n,haofang_recall_mean,haofang_recall_sd,haofang_recall_ci95_low,haofang_recall_ci95_high,haofang_recall_groups_n,haofang_f1_mean,haofang_f1_sd,haofang_f1_ci95_low,haofang_f1_ci95_high,haofang_f1_groups_n,wanyue_precision_mean,wanyue_precision_sd,wanyue_precision_ci95_low,wanyue_precision_ci95_high,wanyue_precision_groups_n,wanyue_recall_mean,wanyue_recall_sd,wanyue_recall_ci95_low,wanyue_recall_ci95_high,wanyue_recall_groups_n,wanyue_f1_mean,wanyue_f1_sd,wanyue_f1_ci95_low,wanyue_f1_ci95_high,wanyue_f1_groups_n,macro_f1_mean,macro_f1_sd,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_groups_n,accuracy_mean,accuracy_sd,accuracy_ci95_low,accuracy_ci95_high,accuracy_groups_n,comparison,metric,t_stat,p_value,pairs_n
detail,group6,sequential_wanyue_csv,0,,0.803921568627451,0.9044117647058824,0.8512110726643598,0.912751677852349,0.8192771084337349,0.8634920634920635,0.8573515680782117,0.8576158940397351,123.0,136.0,30.0,13.0,0.0,302.0,21.161213159561157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,random,0,20260226.0,0.803921568627451,0.9044117647058824,0.8512110726643598,0.912751677852349,0.8192771084337349,0.8634920634920635,0.8573515680782117,0.8576158940397351,123.0,136.0,30.0,13.0,0.0,302.0,21.107749462127686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,sequential_wanyue_csv,200,,0.8415841584158416,0.625,0.7172995780590719,0.8846153846153846,0.6927710843373494,0.777027027027027,0.7471633025430494,0.7781456953642384,85.0,150.0,16.0,51.0,71.0,302.0,76.67384815216064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,random,200,20260426.0,0.8066666666666666,0.8897058823529411,0.8461538461538461,0.9013157894736842,0.8253012048192772,0.8616352201257862,0.8538945331398162,0.8543046357615894,121.0,137.0,29.0,15.0,0.0,302.0,34.75865602493286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,sequential_wanyue_csv,250,,0.8558558558558559,0.6985294117647058,0.7692307692307693,0.8916666666666667,0.6445783132530121,0.7482517482517483,0.7587412587412588,0.8112582781456954,95.0,150.0,16.0,41.0,71.0,302.0,74.85877966880798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,random,250,20260476.0,0.8120805369127517,0.8897058823529411,0.849122807017544,0.9019607843137255,0.8313253012048193,0.8652037617554859,0.8571632843865149,0.8576158940397351,121.0,138.0,28.0,15.0,0.0,302.0,34.75627398490906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,sequential_wanyue_csv,300,,0.8034188034188035,0.6911764705882353,0.7430830039525692,0.8913043478260869,0.4939759036144578,0.6356589147286822,0.6893709593406256,0.7847682119205298,94.0,143.0,23.0,42.0,93.0,302.0,78.39728546142578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,random,300,20260526.0,0.8344827586206897,0.8897058823529411,0.8612099644128113,0.9044585987261147,0.8554216867469879,0.8792569659442724,0.8702334651785418,0.8708609271523179,121.0,142.0,24.0,15.0,0.0,302.0,34.397045612335205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,sequential_wanyue_csv,350,,0.8362068965517241,0.7132352941176471,0.7698412698412698,0.8648648648648649,0.3855421686746988,0.5333333333333334,0.6515873015873016,0.8079470198675497,97.0,147.0,19.0,39.0,112.0,302.0,77.97261691093445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detail,group6,random,350,20260576.0,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.8961038961038961,0.8313253012048193,0.8624999999999999,0.8537852112676056,0.8543046357615894,120.0,138.0,28.0,16.0,0.0,302.0,34.631954193115234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
